0.000000e+00, 1.000000e+00, 1.000000e+00, 0.000000e+00
1.108071e-01, 9.979839e-01, 1.000000e+00, 4.490133e-02
2.462380e-01, 9.879032e-01, 1.000000e+00, 1.099853e-01
3.939808e-01, 9.737903e-01, 1.000000e+00, 1.618940e-01
5.212038e-01, 9.475806e-01, 1.000000e+00, 2.289527e-01
6.320109e-01, 9.133065e-01, 1.000000e+00, 2.944377e-01
7.222982e-01, 8.608871e-01, 1.000000e+00, 3.729784e-01
7.674419e-01, 7.762097e-01, 1.000000e+00, 4.730648e-01
8.207934e-01, 6.330645e-01, 1.000000e+00, 6.057520e-01
8.782490e-01, 4.798387e-01, 1.000000e+00, 7.212221e-01
9.274966e-01, 3.568548e-01, 1.000000e+00, 8.019633e-01
9.931601e-01, 2.137097e-01, 1.000000e+00, 8.867301e-01
1.071135e+00, 1.512097e-01, 1.000000e+00, 9.212982e-01
1.186047e+00, 1.048387e-01, 1.000000e+00, 9.461296e-01
1.317373e+00, 7.862903e-02, 1.000000e+00, 9.598807e-01
1.436389e+00, 6.653226e-02, 1.000000e+00, 9.661613e-01
1.559508e+00, 7.056452e-02, 1.000000e+00, 9.640723e-01
1.682627e+00, 8.266129e-02, 1.000000e+00, 9.577780e-01
1.818057e+00, 9.879032e-02, 1.000000e+00, 9.493206e-01
1.965800e+00, 1.129032e-01, 1.000000e+00, 9.418581e-01
2.101231e+00, 1.209677e-01, 1.000000e+00, 9.375672e-01
2.244870e+00, 1.250000e-01, 1.000000e+00, 9.354143e-01
2.388509e+00, 1.310484e-01, 1.000000e+00, 9.321757e-01
2.560876e+00, 1.330645e-01, 1.000000e+00, 9.310937e-01
2.741450e+00, 1.350806e-01, 1.000000e+00, 9.300104e-01
2.913817e+00, 1.330645e-01, 1.000000e+00, 9.310937e-01
3.041040e+00, 1.310484e-01, 1.000000e+00, 9.321757e-01
